patent_application_id;claim_id;X;Y;Z;intensidad;cited_document_id;label;titulo;text;text_b
EP0590845;100552_1;0.71040128;-0.62826233;0.976945514;0.0002;EP1818732;1;Solic. EP0590845;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0151853;100481_1;0.285957141;-0.977451481;0.706679666;0.0005;EP1818732;1;Solic. EP0151853;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0165624;100610_1;0.657240625;-0.565158005;0.924479771;0.0003;EP1818732;1;Solic. EP0165624;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1455429;100326_1;0.064471928;-0.886158745;0.967229672;0.001;EP1818732;1;Solic. EP1455429;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6085955;100789_1;0.664934044;0.57919787;-0.635536451;0.0004;EP6085955;0;Solic. EP6085955;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2335878;100719_1;0.996198953;0.220869789;-0.983480958;0.0008;EP6085955;1;Solic. EP2335878;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2503831;100440_1;0.933281423;0.967174383;-0.650072691;0.001;EP6085955;1;Solic. EP2503831;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3530075;100210_1;0.932263164;0.675721634;-0.254977281;0.0001;EP6085955;1;Solic. EP3530075;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3924125;100949_1;0.830057997;0.916983823;-0.354629357;0.0005;EP6085955;1;Solic. EP3924125;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0785940;100603_1;0.503854321;-0.242366183;-0.340082136;0.0006;EP0785940;0;Solic. EP0785940;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0669975;100285_1;0.700591812;-0.169640718;-0.46395361;0.001;EP0785940;1;Solic. EP0669975;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1499713;100804_1;0.610533114;0.194779865;-0.655341675;0.0003;EP0785940;1;Solic. EP1499713;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2663706;100233_1;0.719084091;0.07984752;-0.532561057;0.0007;EP0785940;1;Solic. EP2663706;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4743211;100301_1;0.776259187;0.045648362;-0.347586479;0.0008;EP0785940;1;Solic. EP4743211;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0439319;100616_1;0.718697513;-0.026573374;-0.736056031;0.0008;EP0785940;1;Solic. EP0439319;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1297635;100902_1;0.519418604;0.020439075;-0.410094154;0.0008;EP0785940;1;Solic. EP1297635;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4593704;100191_1;0.679900183;0.194227634;-0.41475743;0.0007;EP0785940;1;Solic. EP4593704;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1605613;100975_1;0.593924946;0.010139387;-0.443503047;0.0001;EP0785940;1;Solic. EP1605613;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0730173;100863_1;0.446169176;-0.197062547;-0.322123954;0.0004;EP0785940;1;Solic. EP0730173;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3475891;100468_1;0.806234768;0.267114635;-0.725760327;0.0005;EP0785940;1;Solic. EP3475891;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3517901;100591_1;0.979518091;0.084775404;-0.712503418;0.0008;EP0785940;1;Solic. EP3517901;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1558123;100306_1;0.780946843;-0.366419388;-0.5703398;0.0008;EP0785940;1;Solic. EP1558123;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1375584;100577_1;0.960096779;-0.221510334;-0.876144803;0.0004;EP0785940;1;Solic. EP1375584;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0637102;100455_1;0.480641967;-0.146097296;-0.270834426;0.0006;EP0785940;1;Solic. EP0637102;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0242912;100224_1;0.907334357;-0.364541564;-0.567083976;0.0003;EP0785940;1;Solic. EP0242912;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0446669;100184_1;0.557962922;-0.224350967;-0.288945104;0.001;EP0785940;1;Solic. EP0446669;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2200938;100313_1;0.693402761;0.06361591;-0.53692486;0.0008;EP0785940;1;Solic. EP2200938;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8260898;100806_1;-0.899894103;0.911879437;0.814104503;0.0003;EP8260898;0;Solic. EP8260898;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3409836;100709_1;-0.878417166;0.474687245;0.744713475;0.0007;EP8260898;1;Solic. EP3409836;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1304111;100675_1;-0.400084095;0.641327616;0.889167619;0.001;EP8260898;1;Solic. EP1304111;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5238869;100180_1;-0.662286714;0.532281124;0.653892482;0.0008;EP8260898;1;Solic. EP5238869;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6038298;100477_1;-0.54504113;0.553657731;0.595213216;0.0002;EP8260898;1;Solic. EP6038298;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP9012064;100409_1;-0.603175606;0.660554892;0.843827157;0.0003;EP8260898;1;Solic. EP9012064;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0070296;100608_1;-0.40376523;0.687809528;0.722985272;0.0009;EP8260898;1;Solic. EP0070296;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7843799;100517_1;-0.436457048;0.44513654;0.775700429;0.0005;EP8260898;1;Solic. EP7843799;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5114797;100105_1;-0.962535196;0.681499435;0.792515412;0.0002;EP8260898;1;Solic. EP5114797;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7463483;100366_1;-0.635482466;0.707893476;0.673937317;0.0003;EP8260898;1;Solic. EP7463483;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7898217;100257_1;-0.835844532;0.801089548;0.824576639;0.001;EP8260898;1;Solic. EP7898217;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8999930;100465_1;-0.746694121;0.658978462;0.987708695;0.0005;EP8260898;1;Solic. EP8999930;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8577620;100237_1;-0.729635999;0.59066251;0.996735496;0.001;EP8260898;1;Solic. EP8577620;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP9421612;100148_1;-0.608453556;0.647029924;0.903584878;0.0008;EP8260898;1;Solic. EP9421612;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1341849;100851_1;-0.58555262;0.871893535;0.847843997;0.0008;EP8260898;1;Solic. EP1341849;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1655478;100103_1;-0.372078968;0.791994602;0.745632163;0.0003;EP8260898;1;Solic. EP1655478;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7729753;100467_1;-0.744700483;0.65822482;0.859450999;0.001;EP8260898;1;Solic. EP7729753;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6083145;100293_1;-0.600668561;0.322567371;0.886415726;0.0006;EP8260898;1;Solic. EP6083145;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2193058;100560_1;-0.338748705;0.728152433;0.829902113;0.0008;EP8260898;1;Solic. EP2193058;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8559130;100873_1;-0.572927641;0.444793761;0.984046851;0.0001;EP8260898;1;Solic. EP8559130;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6592966;100528_1;-0.481011034;0.320632592;0.819675083;0.0005;EP8260898;1;Solic. EP6592966;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5981402;100627_1;-0.600240241;0.511050862;0.687329603;0.0006;EP8260898;1;Solic. EP5981402;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5960835;100240_1;-0.283957312;0.884897727;0.995143087;0.0008;EP8260898;1;Solic. EP5960835;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4789406;100833_1;-0.72196281;0.472847892;0.728055477;0.0009;EP8260898;1;Solic. EP4789406;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0664829;100366_1;-0.697599443;0.040898166;0.723184145;0.0002;EP0664829;0;Solic. EP0664829;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8884600;100724_1;0.637682128;-0.090443107;0.341220937;0.001;EP0664829;1;Solic. EP8884600;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8172564;100803_1;0.528555124;-0.113514534;0.402215809;0.0001;EP0664829;1;Solic. EP8172564;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6999597;100522_1;0.365078487;-0.218858133;0.553739311;0.0005;EP0664829;1;Solic. EP6999597;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0529349;100143_1;0.236251885;-0.469452479;0.28613554;0.0008;EP0664829;1;Solic. EP0529349;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0072239;100265_1;0.55733989;-0.073365393;0.523249427;0.0009;EP0664829;1;Solic. EP0072239;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6229849;100111_1;0.38637089;-0.245430508;0.482044501;0.0007;EP0664829;1;Solic. EP6229849;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6329662;100880_1;0.343349658;0.000624223;0.28899232;0.001;EP0664829;1;Solic. EP6329662;The lighting device of claim 2, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0417911;100262_1;0.368168599;-0.491525059;0.165147597;0.0006;EP0664829;1;Solic. EP0417911;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4713682;100229_1;0.53684416;-0.225214933;0.159738997;0.001;EP0664829;1;Solic. EP4713682;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7197515;100666_1;0.310669088;-0.049747083;0.458829502;0.0005;EP0664829;1;Solic. EP7197515;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2391470;100341_1;0.376154246;-0.290704498;0.153697255;0.0003;EP0664829;1;Solic. EP2391470;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3283981;100974_1;0.309915579;-0.165483598;0.183966166;0.0009;EP0664829;1;Solic. EP3283981;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2266480;100557_1;0.269552831;-0.149060524;0.106155662;0.0009;EP0664829;1;Solic. EP2266480;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4165946;100155_1;0.256762744;-0.366750112;0.526581928;0.0008;EP0664829;1;Solic. EP4165946;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2018523;100733_1;0.137801894;-0.322816474;0.386866907;0.0007;EP0664829;1;Solic. EP2018523;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5856375;100334_1;0.190489204;-0.116321396;0.511469729;0.0009;EP0664829;1;Solic. EP5856375;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6607425;100437_1;0.415319598;-0.329686905;0.575109765;0.0007;EP0664829;1;Solic. EP6607425;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1323864;100464_1;0.086429106;-0.308707701;0.35466504;0.0008;EP0664829;1;Solic. EP1323864;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2609267;100876_1;0.314732014;-0.357782834;0.303977559;0.0005;EP0664829;1;Solic. EP2609267;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP4065513;100445_1;0.127798026;-0.135234856;0.413988082;0.0002;EP0664829;1;Solic. EP4065513;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2597955;100718_1;-0.963190683;0.306995267;0.915990871;0.001;EP2597955;0;Solic. EP2597955;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6217850;100920_1;-0.393155383;-0.903073876;-0.325555734;0.0007;EP6217850;0;Solic. EP6217850;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0414335;100193_1;-0.653474635;-0.901485148;-0.486473716;0.0004;EP6217850;1;Solic. EP0414335;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7696604;100979_1;-0.6391897;-0.822396526;-0.308074214;0.0001;EP6217850;1;Solic. EP7696604;The lighting device of claim 8, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP6036810;100107_1;-0.497724345;-0.730815311;-0.375141309;0.0005;EP6217850;1;Solic. EP6036810;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7142564;100321_1;-0.650175797;-0.854129512;-0.209951092;0.001;EP6217850;1;Solic. EP7142564;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5530690;100593_1;-0.628568059;-0.947807999;0.023307016;0.0006;EP6217850;1;Solic. EP5530690;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP7892900;100142_1;-0.700557821;-0.70380682;-0.384925375;0.0007;EP6217850;1;Solic. EP7892900;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
